"","Name","OncoTree1","OncoTree2","Age","PrimaryOrMetastasis","SampleCollectionSite","Sex","Top_Sensitive_Drugs","Bottom_Resistant_Drugs","nb_drugs"
"581","MOLT-13","Blood","Leukemia (LEUK)",2,"","bone marrow","Female","leptomycin B ; SB-743921 ; BI-2536 (CTR) ; panobinostat (FDA) ; GSK461364 ; omacetaxine mepesuccinate (FDA) ; 1S-3R-RSL-3 ; cytarabine hydrochloride ; KPT185 ; CR-1-31B","PRL-3 inhibitor I ; PLX-4720 ; sorafenib ; isonicotinohydroxamic acid ; temozolomide ; regorafenib ; Ki8751 ; ML334 diastereomer ; CID-5951923 ; brivanib","317"
"582","MOLT-16","Blood","Leukemia (LEUK)",5,"Primary","haematopoietic and lymphoid tissue","Female","vincristine (FDA) ; leptomycin B ; SB-743921 ; paclitaxel (FDA) ; oligomycin A ; teniposide (FDA) ; doxorubicin (FDA) ; SN-38 ; GSK461364 ; topotecan (FDA)","BRD-K09344309 ; BRD-K64610608 ; EX-527 ; nelarabine (FDA) ; CID-5951923 ; abiraterone (FDA) ; ML334 diastereomer ; PRL-3 inhibitor I ; hyperforin ; MI-1","391"
"583","MOLT-4","Blood","Leukemia (LEUK)",19,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"584","MOLT3","Lymph",NA,19,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"585","MON","Soft_Tissue",NA,0,"","soft tissue","Male",NA,NA,NA
"586","MONO-MAC-1","Blood","Leukemia (LEUK)",64,"Primary","haematopoietic and lymphoid tissue","Male","vincristine (FDA) ; clofarabine (FDA) ; SB-743921 ; oligomycin A ; paclitaxel (FDA) ; GSK461364 ; panobinostat (FDA) ; foretinib (CTR) ; leptomycin B ; doxorubicin (FDA)","ML334 diastereomer ; myricetin ; nelarabine (FDA) ; isonicotinohydroxamic acid ; BRD-K64610608 ; EX-527 ; abiraterone (FDA) ; dexamethasone ; BRD-K88742110 ; MK-0752","388"
"587","MONO-MAC-6","Blood","Leukemia (LEUK)",64,"Primary","haematopoietic and lymphoid tissue","Male","oligomycin A ; foretinib (CTR) ; vincristine (FDA) ; cabozantinib (FDA) ; SB-743921 ; doxorubicin (FDA) ; GSK461364 ; omacetaxine mepesuccinate (FDA) ; BI-2536 (CTR) ; panobinostat (FDA)","BRD9876 ; BRD-K09344309 ; VAF-347 ; isonicotinohydroxamic acid ; BRD8899 ; GMX-1778 ; ML334 diastereomer ; JW-55 ; itraconazole (CTR) ; betulinic acid","285"
"588","MOR/CPR","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Primary","lung","Unknown","SB-743921 ; leptomycin B ; panobinostat (FDA) ; CR-1-31B ; GSK461364 ; BI-2536 (CTR) ; paclitaxel (FDA) ; SR-II-138A ; daporinad ; narciclasine","sirolimus (FDA) ; Ch-55 ; ciclosporin ; CCT036477 ; BRD-K28456706 ; ML320 ; tigecycline ; BMS-270394 ; manumycin A ; tacrolimus","399"
"589","MOTN-1","Blood","Leukemia (LEUK)",65,"","haematopoietic and lymphoid tissue","Female","panobinostat (FDA) ; leptomycin B ; SB-743921 ; dinaciclib ; vincristine (FDA) ; paclitaxel (FDA) ; ouabain ; GSK461364 ; docetaxel (FDA) ; omacetaxine mepesuccinate (FDA)","procarbazine (FDA) ; istradefylline ; NSC 74859 ; PLX-4720 ; BRD8958 ; BRD-K37390332 ; CBB-1007 ; BRD-K50799972 ; SJ-172550 ; AZD7545","402"
"590","MPP 89","Mesothelium","Mesothelioma (MESO)",67,"","pleural effusion","Male","ouabain ; CR-1-31B ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; dinaciclib ; SB-743921 ; AZD7762 (CTR) ; GSK461364 ; BI-2536 (CTR) ; 1S-3R-RSL-3","NSC19630 ; istradefylline ; COL-3 ; O-6-benzylguanine (CTR) ; ML258 ; pandacostat ; ciclosporin ; etomoxir ; WAY-362450 ; EX-527","347"
"591","MSTO-211H","Mesothelium","Mesothelioma (MESO)",62,"Metastatic","pleural effusion","Male","leptomycin B ; oligomycin A ; 1S-3R-RSL-3 ; ML210 ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; narciclasine ; clofarabine (FDA) ; temsirolimus (FDA) ; AZD7762 (CTR)","BRD-K85133207 ; darinaparsin ; pitstop2 ; semagacestat ; birinapant ; ML050 ; 16-beta-bromoandrosterone ; CI-976 ; ML203 ; AGK-2","366"
"592","MUTZ-5","Blood","Leukemia (LEUK)",26,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"593","MUTZ3","Lymph",NA,29,"","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"594","MV-4-11","Blood","Leukemia (LEUK)",10,"Primary","haematopoietic and lymphoid tissue","Male","AZD7762 (CTR) ; foretinib (CTR) ; leptomycin B ; quizartinib (CTR) ; paclitaxel (FDA) ; pluripotin ; sorafenib ; SB-743921 ; doxorubicin (FDA) ; oligomycin A","BRD-K34099515 ; ML203 ; BRD-K78574327 ; BRD9876 ; BRD-K96431673 ; MI-1 ; BRD-K86535717 ; FGIN-1-27 ; myricetin ; BRD-K44224150","360"
"595","NALM-1","Blood","Leukemia (LEUK)",3,"Primary","haematopoietic and lymphoid tissue","Female",NA,NA,NA
"596","NALM-19","Blood","Leukemia (LEUK)",26,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"597","NALM-6","Blood","Leukemia (LEUK)",19,"Primary","haematopoietic and lymphoid tissue","Male","leptomycin B ; SB-743921 ; paclitaxel (FDA) ; vincristine (FDA) ; gemcitabine (FDA) ; cytarabine hydrochloride ; clofarabine (FDA) ; panobinostat (FDA) ; GSK461364 ; ouabain","BRD-K34099515 ; erismodegib ; BRD-K37390332 ; BRD-K44224150 ; procarbazine (FDA) ; FSC231 ; AGK-2 ; NPC-26 ; ML312 ; BRD-K34485477","401"
"598","NAMALWA","Lymph","Non-Hodgkin's Lymphoma (NHL)",3,"","haematopoietic and lymphoid tissue","Female","SB-743921 ; vincristine (FDA) ; paclitaxel (FDA) ; docetaxel (FDA) ; leptomycin B ; dinaciclib ; CR-1-31B ; GSK461364 ; BI-2536 (CTR) ; ouabain","nelarabine (FDA) ; birinapant ; tamatinib ; betulinic acid ; VAF-347 ; brivanib ; IC-87114 ; NPC-26 ; myricetin ; nilotinib (FDA)","337"
"599","NB-1","Brain_CNS","Embryonal Tumor (EMBT)",2,"Metastatic","lymph node","Male","SB-743921 ; leptomycin B ; BI-2536 (CTR) ; GSK461364 ; CR-1-31B ; panobinostat (FDA) ; paclitaxel (FDA) ; vincristine (FDA) ; NVP-TAE684 ; ouabain","EX-527 ; BRD-K64610608 ; parthenolide ; PLX-4720 ; palmostatin B ; KH-CB19 ; lenvatinib ; CID-5951923 ; darinaparsin ; vemurafenib (FDA)","396"
"600","NB-4","Blood","Leukemia (LEUK)",23,"Primary","bone marrow","Female","BI-2536 (CTR) ; GSK461364 ; SB-743921 ; 1S-3R-RSL-3 ; leptomycin B ; gemcitabine (FDA) ; vincristine (FDA) ; panobinostat (FDA) ; teniposide (FDA) ; KX2-391","isonicotinohydroxamic acid ; erlotinib (FDA) ; BRD-K64610608 ; myricetin ; KU-0063794 ; CID-5951923 ; BRD-K16147474 ; quizartinib (CTR) ; hyperforin ; IC-87114","339"
"601","NCC-StC-K140","Esophagus_Stomach",NA,36,"Primary","stomach","Female","SB-743921 ; docetaxel (FDA) ; dinaciclib ; ouabain ; leptomycin B ; GSK461364 ; panobinostat (FDA) ; KX2-391 ; dasatinib (FDA) ; AZD8055 (CTR)","KH-CB19 ; BRD-K14844214 ; elocalcitol ; BRD-K16147474 ; sildenafil ; palmostatin B ; JW-74 ; ML083 ; SB-431542 ; pitstop2","195"
"602","NCI-H1048","Lung","Small Cell Lung Cancer (SCLC)",53,"Metastatic","pleural effusion","Female",NA,NA,NA
"603","NCI-H1092","Lung","Small Cell Lung Cancer (SCLC)",67,"Metastatic","bone marrow","Male","panobinostat (FDA) ; oligomycin A ; dinaciclib ; daporinad ; GMX-1778 ; CR-1-31B ; brefeldin A ; CAY10618 ; entinostat (CTR) ; ouabain","erlotinib (FDA) ; BRD-K11533227 ; pevonedistat (CTR) ; tamatinib ; GSK525762A ; dacarbazine (FDA) ; L-685458 ; nelarabine (FDA) ; zebularine ; AA-COCF3","347"
"604","NCI-H1105","Lung","Small Cell Lung Cancer (SCLC)",73,"Metastatic","lymph node","Male","dinaciclib ; leptomycin B ; CR-1-31B ; topotecan (FDA) ; panobinostat (FDA) ; ouabain ; KPT185 ; SR-II-138A ; vincristine (FDA) ; brefeldin A","BRD-K04800985 ; BRD-A05715709 ; BRD-K48477130 ; IC-87114 ; birinapant ; BRD8958 ; NSC30930 ; erlotinib (FDA) ; ML334 diastereomer ; BRD-K16147474","397"
"605","NCI-H1155","Lung","Non-Small Cell Lung Cancer (NSCLC)",36,"Metastatic","lymph node","Male","leptomycin B ; ouabain ; SB-743921 ; topotecan (FDA) ; oligomycin A ; panobinostat (FDA) ; paclitaxel (FDA) ; vincristine (FDA) ; GSK461364 ; BI-2536 (CTR)","CID-5951923 ; QS-11 ; BRD-K64610608 ; myricetin ; EX-527 ; dexamethasone ; BRD-K24690302 ; betulinic acid ; veliparib (CTR) ; BRD-K51490254","402"
"606","NCI-H1184","Lung","Small Cell Lung Cancer (SCLC)",42,"Metastatic","lymph node","Male","1S-3R-RSL-3 ; leptomycin B ; panobinostat (FDA) ; SB-743921 ; doxorubicin (FDA) ; BI-2536 (CTR) ; SN-38 ; teniposide (FDA) ; ML162 ; rigosertib","EX-527 ; ML334 diastereomer ; CID-5951923 ; GSK4112 ; nelarabine (FDA) ; isonicotinohydroxamic acid ; N9-isopropylolomoucine ; BRD8958 ; parthenolide ; silmitasertib","392"
"607","NCI-H1299","Lung","Non-Small Cell Lung Cancer (NSCLC)",43,"Metastatic","lymph node","Male","leptomycin B ; ouabain ; SB-743921 ; 1S-3R-RSL-3 ; ML162 ; ML210 ; GSK461364 ; oligomycin A ; BI-2536 (CTR) ; rigosertib","necrostatin-7 ; bexarotene ; BRD-K34099515 ; canertinib ; BRD-K64610608 ; BRD-K37390332 ; cyclophosphamide (FDA) ; CID-5951923 ; BMS-270394 ; sildenafil","407"
"608","NCI-H1339","Lung","Small Cell Lung Cancer (SCLC)",NA,NA,NA,NA,"leptomycin B ; SB-743921 ; dinaciclib ; docetaxel (FDA) ; CR-1-31B ; paclitaxel (FDA) ; panobinostat (FDA) ; gemcitabine (FDA) ; vincristine (FDA) ; brefeldin A","brivanib ; procarbazine (FDA) ; AZ-3146 ; BRD-K04800985 ; SJ-172550 ; BRD-K17060750 ; BRD-K48477130 ; myricetin ; nelarabine (FDA) ; BRD-K52037352","417"
"609","NCI-H1341","Lung","Small Cell Lung Cancer (SCLC)",26,"Metastatic","cervix","Female","docetaxel (FDA) ; paclitaxel (FDA) ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; panobinostat (FDA) ; BI-2536 (CTR) ; dinaciclib ; SB-743921 ; ouabain ; CR-1-31B","procarbazine (FDA) ; palmostatin B ; BRD8958 ; ML334 diastereomer ; isonicotinohydroxamic acid ; IC-87114 ; ciclosporin ; birinapant ; BRD-K16147474 ; BRD-A05715709","408"
"610","NCI-H1355","Lung","Non-Small Cell Lung Cancer (NSCLC)",53,"Metastatic","pleural effusion","Male","1S-3R-RSL-3 ; GSK461364 ; BI-2536 (CTR) ; SB-743921 ; bardoxolone methyl ; ouabain ; vincristine (FDA) ; leptomycin B ; CAY10618 ; AZD7762 (CTR)","dexamethasone ; CCT036477 ; darinaparsin ; sotrastaurin ; BMS-270394 ; MI-1 ; UNC0321 ; isonicotinohydroxamic acid ; azacitidine (FDA) ; BRD-K09344309","402"
"611","NCI-H1373","Lung","Non-Small Cell Lung Cancer (NSCLC)",56,"Primary","lung","Male","leptomycin B ; CR-1-31B ; 1S-3R-RSL-3 ; SR-II-138A ; ouabain ; panobinostat (FDA) ; narciclasine ; bardoxolone methyl ; omacetaxine mepesuccinate (FDA) ; BI-2536 (CTR)","BRD9876 ; dexamethasone ; BRD-K64610608 ; myricetin ; BRD-K51490254 ; EX-527 ; BRD-K92856060 ; hyperforin ; BRD8958 ; palmostatin B","406"
"612","NCI-H1385","Lung","Non-Small Cell Lung Cancer (NSCLC)",49,"Metastatic","lymph node","Female","navitoclax (CTR) ; panobinostat (FDA) ; CR-1-31B ; SR-II-138A ; FQI-2 ; SMER-3 ; ciclopirox ; narciclasine ; BRD-K97651142 ; ouabain","decitabine (FDA) ; BRD-A05715709 ; PD 153035 ; Merck60 ; BRD-K42260513 ; BRD-K29313308 ; myricetin ; PLX-4720 ; nelarabine (FDA) ; fumonisin B1","158"
"613","NCI-H1395","Lung","Non-Small Cell Lung Cancer (NSCLC)",55,"Primary","lung","Female","1S-3R-RSL-3 ; brefeldin A ; ML162 ; AZD8055 (CTR) ; dinaciclib ; ML210 ; panobinostat (FDA) ; cucurbitacin I ; CR-1-31B ; alvocidib (CTR)","BRD-A02303741 ; IC-87114 ; SNX-2112 ; birinapant ; Ki8751 ; BRD8958 ; daporinad ; procarbazine (FDA) ; brivanib ; AT13387 (CTR)","411"
"614","NCI-H1435","Lung","Non-Small Cell Lung Cancer (NSCLC)",35,"Primary","lung","Female","panobinostat (FDA) ; leptomycin B ; dasatinib (FDA) ; SB-743921 ; afatinib (FDA) ; brefeldin A ; CR-1-31B ; omacetaxine mepesuccinate (FDA) ; doxorubicin (FDA) ; neratinib","Compound 1541A ; salermide ; azacitidine (FDA) ; JW-55 ; BRD-K09344309 ; sotrastaurin ; tubastatin A ; isonicotinohydroxamic acid ; palmostatin B ; CIL55","389"
"615","NCI-H1436","Lung","Small Cell Lung Cancer (SCLC)",39,"Metastatic","lymph node","Male",NA,NA,NA
"616","NCI-H1437","Lung","Non-Small Cell Lung Cancer (NSCLC)",60,"Metastatic","pleural effusion","Male",NA,NA,NA
"617","NCI-H146","Lung","Small Cell Lung Cancer (SCLC)",59,"Metastatic","bone marrow","Male","CR-1-31B ; leptomycin B ; oligomycin A ; BI-2536 (CTR) ; ouabain ; dinaciclib ; apicidin ; topotecan (FDA) ; vincristine (FDA) ; AT13387 (CTR)","istradefylline ; procarbazine (FDA) ; birinapant ; BRD-K55116708 ; UNC0321 ; BRD-K50799972 ; BRD-K33199242 ; AZD7545 ; ML334 diastereomer ; BRD-K99006945","179"
"618","NCI-H1563","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Primary","lung","Male","dinaciclib ; ouabain ; BRD-K99006945 ; DNMDP ; oligomycin A ; brefeldin A ; CR-1-31B ; pluripotin ; dasatinib (FDA) ; alvocidib (CTR)","BRD-K13999467 ; pevonedistat (CTR) ; BRD-K17060750 ; trametinib (FDA) ; thalidomide ; procarbazine (FDA) ; AC55649 ; dacarbazine (FDA) ; bendamustine (FDA) ; GSK525762A","415"
"619","NCI-H1568","Lung","Non-Small Cell Lung Cancer (NSCLC)",48,"Metastatic","lymph node","Female","leptomycin B ; dinaciclib ; docetaxel (FDA) ; paclitaxel (FDA) ; panobinostat (FDA) ; SB-743921 ; CR-1-31B ; gemcitabine (FDA) ; ouabain ; SR-II-138A","procarbazine (FDA) ; vemurafenib (FDA) ; NPC-26 ; IC-87114 ; bexarotene ; BRD-K55116708 ; AZ-3146 ; BRD8958 ; salermide ; BRD-K64610608","408"
"620","NCI-H1573","Lung","Non-Small Cell Lung Cancer (NSCLC)",35,"Metastatic","soft tissue","Female","1S-3R-RSL-3 ; CR-1-31B ; leptomycin B ; ouabain ; panobinostat (FDA) ; narciclasine ; BI-2536 (CTR) ; SNS-032 ; ZSTK474 (CTR) ; foretinib (CTR)","AC55649 ; BRD8899 ; GSK2636771 ; BRD-K09344309 ; pazopanib (FDA) ; erismodegib ; spautin-1 ; BRD-K04800985 ; CAY10618 ; EX-527","317"
"621","NCI-H1581","Lung","Non-Small Cell Lung Cancer (NSCLC)",44,"Primary","lung","Male","leptomycin B ; oligomycin A ; panobinostat (FDA) ; ouabain ; paclitaxel (FDA) ; vincristine (FDA) ; BI-2536 (CTR) ; SB-743921 ; GSK461364 ; 1S-3R-RSL-3","BRD-K24690302 ; ML203 ; RG-108 ; birinapant ; BRD8958 ; BRD8899 ; dexamethasone ; CID-5951923 ; BRD-K86535717 ; BRD-K11533227","404"
"622","NCI-H1618","Lung","Small Cell Lung Cancer (SCLC)",55,"Metastatic","bone marrow","Female",NA,NA,NA
"623","NCI-H1623","Lung","Non-Small Cell Lung Cancer (NSCLC)",58,"Metastatic","lymph node","Male","leptomycin B ; docetaxel (FDA) ; panobinostat (FDA) ; dinaciclib ; gemcitabine (FDA) ; SB-743921 ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; AZD8055 (CTR) ; paclitaxel (FDA)","BRD-A02303741 ; Mdivi-1 ; NSC 74859 ; barasertib ; SID 26681509 ; isonicotinohydroxamic acid ; epigallocatechin-3-monogallate ; nelarabine (FDA) ; sildenafil ; tamatinib","401"
"624","NCI-H1648","Lung","Non-Small Cell Lung Cancer (NSCLC)",39,"Metastatic","lymph node","Male",NA,NA,NA
"625","NCI-H1650","Lung","Non-Small Cell Lung Cancer (NSCLC)",27,"Metastatic","pleural effusion","Male","1S-3R-RSL-3 ; leptomycin B ; CR-1-31B ; AZD7762 (CTR) ; paclitaxel (FDA) ; ouabain ; ML210 ; dasatinib (FDA) ; narciclasine ; panobinostat (FDA)","BRD-K64610608 ; isonicotinohydroxamic acid ; BRD-K09344309 ; EX-527 ; dexamethasone ; BRD8958 ; CID-5951923 ; ML334 diastereomer ; azacitidine (FDA) ; PRL-3 inhibitor I","397"
"626","NCI-H1651","Lung","Non-Small Cell Lung Cancer (NSCLC)",71,"Primary","lung","Male","docetaxel (FDA) ; panobinostat (FDA) ; dinaciclib ; BI-2536 (CTR) ; omacetaxine mepesuccinate (FDA) ; leptomycin B ; bleomycin A2 ; SB-743921 ; SR-II-138A ; YM-155 (CTR)","pifithrin-mu ; procarbazine (FDA) ; elocalcitol ; SJ-172550 ; avrainvillamide ; AC55649 ; ruxolitinib ; SR1001 ; sotrastaurin ; vemurafenib (FDA)","355"
"627","NCI-H1666","Lung","Non-Small Cell Lung Cancer (NSCLC)",50,"Metastatic","pleural effusion","Female","leptomycin B ; panobinostat (FDA) ; doxorubicin (FDA) ; afatinib (FDA) ; WZ8040 ; dasatinib (FDA) ; canertinib ; obatoclax (CTR) ; vincristine (FDA) ; AZD8055 (CTR)","BRD-K09344309 ; isonicotinohydroxamic acid ; bexarotene ; parthenolide ; abiraterone (FDA) ; SB-431542 ; L-685458 ; OSI-930 ; SJ-172550 ; RG-108","402"
"628","NCI-H1693","Lung","Non-Small Cell Lung Cancer (NSCLC)",55,"Metastatic","lymph node","Female","ouabain ; 1S-3R-RSL-3 ; dasatinib (FDA) ; ML162 ; AZD8055 (CTR) ; ML210 ; CR-1-31B ; SB-743921 ; foretinib (CTR) ; leptomycin B","bendamustine (FDA) ; UNC0321 ; WAY-362450 ; veliparib (CTR) ; MI-1 ; BRD-K88742110 ; purmorphamine ; BRD-K80183349 ; temozolomide ; BRD-K29313308","330"
"629","NCI-H1694","Lung","Small Cell Lung Cancer (SCLC)",61,"Metastatic","ascites","Male","GSK461364 ; vincristine (FDA) ; leptomycin B ; BI-2536 (CTR) ; 1S-3R-RSL-3 ; panobinostat (FDA) ; dinaciclib ; SB-743921 ; CR-1-31B ; ouabain","birinapant ; thalidomide ; BRD-K99006945 ; palmostatin B ; BRD-K17060750 ; A-804598 ; BRD-K37390332 ; BRD-K64610608 ; RG-108 ; CAY10576","410"
"630","NCI-H1703","Lung","Non-Small Cell Lung Cancer (NSCLC)",54,"Primary","lung","Male","SB-743921 ; leptomycin B ; paclitaxel (FDA) ; KX2-391 ; docetaxel (FDA) ; BI-2536 (CTR) ; dinaciclib ; CR-1-31B ; 1S-3R-RSL-3 ; omacetaxine mepesuccinate (FDA)","ML334 diastereomer ; BRD8958 ; procarbazine (FDA) ; MI-1 ; BRD-K09587429 ; BRD-K50799972 ; CHIR-99021 ; BRD-K16147474 ; necrostatin-7 ; UNC0321","412"
"631","NCI-H1734","Lung","Non-Small Cell Lung Cancer (NSCLC)",56,"Primary","lung","Female","leptomycin B ; panobinostat (FDA) ; gemcitabine (FDA) ; bleomycin A2 ; doxorubicin (FDA) ; pluripotin ; topotecan (FDA) ; SB-743921 ; dasatinib (FDA) ; ouabain","nelarabine (FDA) ; tamoxifen (FDA) ; procarbazine (FDA) ; BRD-K92856060 ; brivanib ; BRD-K34099515 ; B02 ; BRD-K71781559 ; 16-beta-bromoandrosterone ; hyperforin","367"
"632","NCI-H1755","Lung","Non-Small Cell Lung Cancer (NSCLC)",65,"Metastatic","liver","Female","oligomycin A ; leptomycin B ; dasatinib (FDA) ; panobinostat (FDA) ; cucurbitacin I ; navitoclax (CTR) ; AZD7762 (CTR) ; ouabain ; obatoclax (CTR) ; BRD-K97651142","brivanib ; dexamethasone ; EX-527 ; imatinib (FDA) ; BRD-K64610608 ; zebularine ; BRD-K51490254 ; BRD-K09344309 ; ML334 diastereomer ; BRD-M00053801","400"
"633","NCI-H1781","Lung","Non-Small Cell Lung Cancer (NSCLC)",66,"Metastatic","pleural effusion","Female",NA,NA,NA
"634","NCI-H1792","Lung","Non-Small Cell Lung Cancer (NSCLC)",50,"Metastatic","pleural effusion","Male","BI-2536 (CTR) ; GSK461364 ; omacetaxine mepesuccinate (FDA) ; paclitaxel (FDA) ; parbendazole ; rigosertib ; panobinostat (FDA) ; CR-1-31B ; methotrexate (FDA) ; SB-743921","BRD-K64610608 ; VAF-347 ; vemurafenib (FDA) ; myricetin ; isonicotinohydroxamic acid ; BRD9876 ; ML334 diastereomer ; darinaparsin ; KH-CB19 ; BRD-K92856060","406"
"635","NCI-H1793","Lung","Non-Small Cell Lung Cancer (NSCLC)",52,"Primary","lung","Female","navitoclax (CTR) ; AZD8055 (CTR) ; oligomycin A ; SB-743921 ; panobinostat (FDA) ; BI-2536 (CTR) ; bardoxolone methyl ; GSK1059615 ; ABT-737 ; BRD-K97651142","ML320 ; tanespimycin (CTR) ; AT13387 (CTR) ; Compound 1541A ; avrainvillamide ; bendamustine (FDA) ; dacarbazine (FDA) ; procarbazine (FDA) ; UNC0638 ; SNX-2112","412"
"636","NCI-H1819","Lung",NA,55,"Metastatic","lymph node","Female",NA,NA,NA
"637","NCI-H1836","Lung","Small Cell Lung Cancer (SCLC)",52,"Primary","lung","Male",NA,NA,NA
"638","NCI-H1838","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Primary","lung","Female","leptomycin B ; panobinostat (FDA) ; CR-1-31B ; SR-II-138A ; narciclasine ; YM-155 (CTR) ; doxorubicin (FDA) ; bardoxolone methyl ; austocystin D ; daporinad","EX-527 ; bendamustine (FDA) ; BRD-K64610608 ; cabozantinib (FDA) ; procarbazine (FDA) ; BRD8958 ; ML312 ; CI-976 ; PYR-41 ; CID-5951923","398"
"639","NCI-H1869","Lung","Non-Small Cell Lung Cancer (NSCLC)",58,"Metastatic","pleural effusion","Male","leptomycin B ; panobinostat (FDA) ; MLN2238 ; CR-1-31B ; dinaciclib ; ouabain ; omacetaxine mepesuccinate (FDA) ; 1S-3R-RSL-3 ; afatinib (FDA) ; austocystin D","BRD-K55116708 ; BRD-K28456706 ; BRD-K51831558 ; BMS-195614 ; PYR-41 ; dabrafenib (FDA) ; SB-431542 ; Repligen 136 ; procarbazine (FDA) ; GANT-61","421"
"640","NCI-H1876","Lung","Small Cell Lung Cancer (SCLC)",59,"Metastatic","lymph node","Male",NA,NA,NA
"641","NCI-H1915","Lung","Non-Small Cell Lung Cancer (NSCLC)",61,"Metastatic","central nervous system","Female","panobinostat (FDA) ; leptomycin B ; ouabain ; tanespimycin (CTR) ; AT13387 (CTR) ; dinaciclib ; SNX-2112 ; CR-1-31B ; YM-155 (CTR) ; docetaxel (FDA)","KU-60019 ; KU-55933 ; BRD-K55116708 ; GSK4112 ; UNC0321 ; MI-1 ; GANT-61 ; myricetin ; fumonisin B1 ; ML334 diastereomer","417"
"642","NCI-H1930","Lung","Small Cell Lung Cancer (SCLC)",41,"Metastatic","lymph node","Male",NA,NA,NA
"643","NCI-H1944","Lung","Non-Small Cell Lung Cancer (NSCLC)",62,"Metastatic","soft tissue","Female","SB-743921 ; panobinostat (FDA) ; dinaciclib ; paclitaxel (FDA) ; docetaxel (FDA) ; omacetaxine mepesuccinate (FDA) ; ouabain ; CR-1-31B ; SR-II-138A ; GSK461364","procarbazine (FDA) ; BRD1378 ; BRD5468 ; BRD-K09587429 ; BRD8958 ; BRD8899 ; palmostatin B ; BRD-K52037352 ; WAY-362450 ; birinapant","414"
"644","NCI-H196","Lung","Small Cell Lung Cancer (SCLC)",68,"Metastatic","pleural effusion","Male","panobinostat (FDA) ; leptomycin B ; SB-743921 ; ouabain ; GSK461364 ; paclitaxel (FDA) ; AZD7762 (CTR) ; BI-2536 (CTR) ; bardoxolone methyl ; foretinib (CTR)","BRD-K64610608 ; myricetin ; ML203 ; azacitidine (FDA) ; BRD9876 ; BRD-K34099515 ; PYR-41 ; BRD-A02303741 ; tipifarnib-P1 ; BRD8958","402"
"645","NCI-H1963","Lung","Small Cell Lung Cancer (SCLC)",56,"Primary","lung","Male",NA,NA,NA
"646","NCI-H1975","Lung","Non-Small Cell Lung Cancer (NSCLC)",NA,"Primary","lung","Female","SB-743921 ; leptomycin B ; oligomycin A ; neopeltolide ; BRD-K97651142 ; panobinostat (FDA) ; WZ8040 ; canertinib ; afatinib (FDA) ; paclitaxel (FDA)","GMX-1778 ; BRD-K11533227 ; ML083 ; cimetidine ; BRD-K48334597 ; NPC-26 ; BRD-K27986637 ; QS-11 ; BRD-A02303741 ; ciclosporin","184"
"647","NCI-H2004RT","Soft_Tissue",NA,NA,"","soft tissue","Male",NA,NA,NA
"648","NCI-H2009","Lung","Non-Small Cell Lung Cancer (NSCLC)",68,"Metastatic","lymph node","Female","leptomycin B ; SB-743921 ; panobinostat (FDA) ; BI-2536 (CTR) ; paclitaxel (FDA) ; selumetinib (FDA) ; dasatinib (FDA) ; GSK461364 ; PD318088 ; BMS-754807","PLX-4720 ; dexamethasone ; BRD8958 ; myricetin ; PYR-41 ; EX-527 ; BRD4132 ; BRD-K64610608 ; bexarotene ; brivanib","401"
"649","NCI-H2023","Lung","Non-Small Cell Lung Cancer (NSCLC)",26,"Metastatic","lymph node","Male","ouabain ; CR-1-31B ; SR-II-138A ; doxorubicin (FDA) ; AZD8055 (CTR) ; leptomycin B ; panobinostat (FDA) ; bardoxolone methyl ; clofarabine (FDA) ; omacetaxine mepesuccinate (FDA)","isonicotinohydroxamic acid ; BRD-K64610608 ; EX-527 ; BRD9876 ; nelarabine (FDA) ; azacitidine (FDA) ; Ki8751 ; BRD-K09344309 ; KH-CB19 ; vemurafenib (FDA)","407"
"650","NCI-H2029","Lung","Small Cell Lung Cancer (SCLC)",69,"Metastatic","lymph node","Female","CR-1-31B ; dinaciclib ; panobinostat (FDA) ; leptomycin B ; ouabain ; omacetaxine mepesuccinate (FDA) ; vincristine (FDA) ; oligomycin A ; brefeldin A ; SB-743921","betulinic acid ; erlotinib (FDA) ; gefitinib (FDA) ; SR1001 ; AZ-3146 ; BRD-K85133207 ; BRD-K61166597 ; SJ-172550 ; MK-0752 ; IC-87114","386"
